month,lon,lat,depth,don,dop,doc
2,84.312,-65.1672,528.4,-999.0,-999.0,44.157
2,84.312,-65.1672,639.4,-999.0,-999.0,44.5465
2,84.312,-65.1672,750.3,-999.0,-999.0,44.28
2,84.312,-65.1672,851.3,-999.0,-999.0,43.1935
2,84.312,-65.1672,952.3,-999.0,-999.0,42.42475
2,84.312,-65.1672,1053.2,-999.0,-999.0,43.2345
2,84.312,-65.1672,1154.5,-999.0,-999.0,42.763
2,84.312,-65.1672,1255.5,-999.0,-999.0,42.7015
2,84.312,-65.1672,1356.7,-999.0,-999.0,43.132
2,84.312,-65.1672,1458.0,-999.0,-999.0,42.5785
2,84.312,-65.1672,1559.3,-999.0,-999.0,42.6195
2,84.312,-65.1672,1660.5,-999.0,-999.0,42.6195
2,84.312,-65.1672,1761.9,-999.0,-999.0,43.20375
2,84.312,-65.1672,1863.4,-999.0,-999.0,42.91675
2,84.312,-65.1672,1964.6,-999.0,-999.0,42.886
2,84.312,-65.1672,2127.2,-999.0,-999.0,42.38375
2,84.312,-65.1672,2381.1,-999.0,-999.0,42.77325
2,84.312,-65.1672,2635.3,-999.0,-999.0,42.6195
2,84.312,-65.1672,2889.9,-999.0,-999.0,42.8245
2,84.312,-65.1672,3042.6,-999.0,-999.0,42.32225
2,84.312,-65.1672,3136.2,-999.0,-999.0,42.9885
2,83.545,-64.4125,7.8,4.45,-999.0,46.33
2,83.545,-64.4125,28.4,4.29,-999.0,47.20125
2,83.545,-64.4125,53.6,4.39,-999.0,46.81175
2,83.545,-64.4125,78.5,4.51,-999.0,46.46325
2,83.545,-64.4125,108.7,4.4,-999.0,45.469
2,83.545,-64.4125,159.1,3.75,-999.0,44.8335
2,83.545,-64.4125,209.5,-999.0,-999.0,44.41325
2,83.545,-64.4125,259.8,-999.0,-999.0,44.5875
2,83.545,-64.4125,309.9,-999.0,-999.0,44.198
2,83.545,-64.4125,360.4,-999.0,-999.0,44.28
2,83.545,-64.4125,410.2,-999.0,-999.0,44.2595
2,83.545,-64.4125,460.1,-999.0,-999.0,44.4235
2,83.545,-64.4125,510.3,-999.0,-999.0,44.59775
2,83.545,-64.4125,610.3,-999.0,-999.0,43.952
2,83.545,-64.4125,710.7,-999.0,-999.0,44.1775
2,83.545,-64.4125,810.4,-999.0,-999.0,43.94175
2,83.545,-64.4125,912.1,-999.0,-999.0,43.337
2,83.545,-64.4125,1012.1,-999.0,-999.0,42.804
2,83.545,-64.4125,1114.1,-999.0,-999.0,43.0705
2,83.545,-64.4125,1217.0,-999.0,-999.0,43.5625
2,83.545,-64.4125,1315.8,-999.0,-999.0,43.47025
2,83.545,-64.4125,1417.8,-999.0,-999.0,43.3575
2,83.545,-64.4125,1521.2,-999.0,-999.0,43.63425
2,83.545,-64.4125,1624.5,-999.0,-999.0,43.57275
2,83.545,-64.4125,1726.2,-999.0,-999.0,43.63425
2,83.545,-64.4125,1826.7,-999.0,-999.0,43.38825
2,83.545,-64.4125,1928.2,-999.0,-999.0,42.927
2,83.545,-64.4125,2032.0,-999.0,-999.0,42.67075
2,83.545,-64.4125,2286.7,-999.0,-999.0,42.5785
2,83.545,-64.4125,2543.8,-999.0,-999.0,42.845
2,83.545,-64.4125,2797.1,-999.0,-999.0,42.927
2,83.545,-64.4125,3055.8,-999.0,-999.0,43.1525
2,83.545,-64.4125,3360.5,-999.0,-999.0,43.829
2,83.545,-64.4125,3615.1,-999.0,-999.0,43.22425
2,81.9622,-63.8807,2.6,3.88,-999.0,47.89825
2,81.9622,-63.8807,15.1,4.16,-999.0,47.26275
2,81.9622,-63.8807,40.5,3.86,-999.0,46.1045
2,81.9622,-63.8807,85.5,4.37,-999.0,45.1615
2,81.9622,-63.8807,136.4,3.87,-999.0,44.70025
2,81.9622,-63.8807,161.6,4.05,-999.0,44.02375
2,81.9622,-63.8807,161.8,-999.0,-999.0,-999.0
2,81.9622,-63.8807,187.4,3.54,-999.0,43.40875
2,81.9622,-63.8807,222.7,-999.0,-999.0,43.0295
2,81.9622,-63.8807,273.0,-999.0,-999.0,42.968
2,81.9622,-63.8807,323.7,-999.0,-999.0,42.87575
2,81.9622,-63.8807,374.8,-999.0,-999.0,43.08075
2,81.9622,-63.8807,425.5,-999.0,-999.0,42.38375
2,81.9622,-63.8807,476.2,-999.0,-999.0,42.8245
2,81.9622,-63.8807,562.7,-999.0,-999.0,42.4555
2,81.9622,-63.8807,663.7,-999.0,-999.0,42.968
2,81.9622,-63.8807,765.8,-999.0,-999.0,42.4555
2,81.9622,-63.8807,866.4,-999.0,-999.0,42.62975
2,81.9622,-63.8807,968.7,-999.0,-999.0,42.9885
2,81.9622,-63.8807,1070.2,-999.0,-999.0,42.23
2,81.9622,-63.8807,1172.2,-999.0,-999.0,42.60925
2,81.9622,-63.8807,1273.8,-999.0,-999.0,42.38375
2,81.9622,-63.8807,1376.0,-999.0,-999.0,42.81425
2,81.9622,-63.8807,1477.5,-999.0,-999.0,42.9475
2,81.9622,-63.8807,1580.2,-999.0,-999.0,42.435
2,81.9622,-63.8807,1681.2,-999.0,-999.0,42.36325
2,81.9622,-63.8807,1783.7,-999.0,-999.0,42.3325
2,81.9622,-63.8807,1885.1,-999.0,-999.0,42.0455
2,81.9622,-63.8807,1986.9,-999.0,-999.0,42.60925
2,81.9622,-63.8807,2191.1,-999.0,-999.0,42.3735
2,81.9622,-63.8807,2447.3,-999.0,-999.0,43.2345
2,81.9622,-63.8807,2703.8,-999.0,-999.0,42.60925
2,81.9622,-63.8807,2960.4,-999.0,-999.0,42.5785
2,81.9622,-63.8807,3298.7,-999.0,-999.0,42.85525
2,81.9622,-63.8807,3710.2,-999.0,-999.0,42.1275
2,82.0115,-63.2593,3.5,4.53,-999.0,48.18525
2,82.0115,-63.2593,41.7,4.56,-999.0,47.4165
2,82.0115,-63.2593,76.7,4.85,-999.0,46.62725
2,82.0115,-63.2593,96.7,4.75,-999.0,45.797
2,82.0115,-63.2593,127.1,3.75,-999.0,44.86425
2,82.0115,-63.2593,146.8,3.91,-999.0,44.321
2,82.0115,-63.2593,177.2,3.71,-999.0,43.81875
2,82.0115,-63.2593,227.5,-999.0,-999.0,42.93725
2,82.0115,-63.2593,278.1,-999.0,-999.0,42.8245
2,82.0115,-63.2593,328.7,-999.0,-999.0,43.03975
2,82.0115,-63.2593,378.8,-999.0,-999.0,42.46575
2,82.0115,-63.2593,428.7,-999.0,-999.0,42.927
2,82.0115,-63.2593,479.6,-999.0,-999.0,42.77325
2,82.0115,-63.2593,540.1,-999.0,-999.0,42.353
2,82.0115,-63.2593,650.8,-999.0,-999.0,42.56825
2,82.0115,-63.2593,751.1,-999.0,-999.0,42.44525
2,82.0115,-63.2593,852.7,-999.0,-999.0,42.05575
2,82.0115,-63.2593,953.5,-999.0,-999.0,42.763
2,82.0115,-63.2593,1054.3,-999.0,-999.0,42.28125
2,82.0115,-63.2593,1156.1,-999.0,-999.0,42.26075
2,82.0115,-63.2593,1256.5,-999.0,-999.0,42.599
2,82.0115,-63.2593,1357.8,-999.0,-999.0,42.38375
2,82.0115,-63.2593,1459.0,-999.0,-999.0,42.38375
2,82.0115,-63.2593,1560.4,-999.0,-999.0,42.60925
2,82.0115,-63.2593,1662.2,-999.0,-999.0,42.3325
2,82.0115,-63.2593,1763.3,-999.0,-999.0,42.025
2,82.0115,-63.2593,1864.5,-999.0,-999.0,42.886
2,82.0115,-63.2593,1965.7,-999.0,-999.0,42.681
2,82.0115,-63.2593,2128.2,-999.0,-999.0,42.67075
2,82.0115,-63.2593,2382.0,-999.0,-999.0,42.73225
2,82.0115,-63.2593,2636.2,-999.0,-999.0,42.0045
2,82.0115,-63.2593,2840.3,-999.0,-999.0,41.95325
2,82.0115,-63.2593,2983.3,-999.0,-999.0,42.56825
2,82.0205,-62.5193,3.5,5.07,-999.0,49.7535
2,82.0205,-62.5193,23.8,4.2,-999.0,49.364
2,82.0205,-62.5193,54.2,4.38,-999.0,47.0885
2,82.0205,-62.5193,79.3,4.59,-999.0,46.0225
2,82.0205,-62.5193,104.4,5.08,-999.0,45.1205
2,82.0205,-62.5193,155.2,3.37,-999.0,44.7105
2,82.0205,-62.5193,205.4,-999.0,-999.0,44.116
2,82.0205,-62.5193,255.4,-999.0,-999.0,43.59325
2,82.0205,-62.5193,305.6,-999.0,-999.0,43.10125
2,82.0205,-62.5193,356.2,-999.0,-999.0,43.0295
2,82.0205,-62.5193,406.6,-999.0,-999.0,42.89625
2,82.0205,-62.5193,456.7,-999.0,-999.0,42.99875
2,82.0205,-62.5193,507.1,-999.0,-999.0,42.56825
2,82.0205,-62.5193,608.1,-999.0,-999.0,42.28125
2,82.0205,-62.5193,709.0,-999.0,-999.0,42.30175
2,82.0205,-62.5193,810.1,-999.0,-999.0,42.89625
2,82.0205,-62.5193,910.5,-999.0,-999.0,42.87575
2,82.0205,-62.5193,1011.5,-999.0,-999.0,42.60925
2,82.0205,-62.5193,1113.0,-999.0,-999.0,42.38375
2,82.0205,-62.5193,1213.7,-999.0,-999.0,42.77325
2,82.0205,-62.5193,1314.8,-999.0,-999.0,42.7425
2,82.0205,-62.5193,1416.5,-999.0,-999.0,42.312
2,82.0205,-62.5193,1517.8,-999.0,-999.0,42.6195
2,82.0205,-62.5193,1618.5,-999.0,-999.0,42.066
2,82.0205,-62.5193,1720.2,-999.0,-999.0,42.15825
2,82.0205,-62.5193,1821.7,-999.0,-999.0,42.58875
2,82.0205,-62.5193,1922.6,-999.0,-999.0,42.17875
2,82.0205,-62.5193,1985.7,-999.0,-999.0,42.15825
2,82.0042,-61.488,4.0,4.4,-999.0,49.938
2,82.0042,-61.488,19.2,4.93,-999.0,50.03025
2,82.0042,-61.488,44.3,4.12,-999.0,48.4825
2,82.0042,-61.488,64.7,4.04,-999.0,47.50875
2,82.0042,-61.488,104.9,4.8,-999.0,45.141
2,82.0042,-61.488,144.9,3.85,-999.0,44.53625
2,82.0042,-61.488,190.3,3.95,-999.0,44.18775
2,82.0042,-61.488,240.7,-999.0,-999.0,43.583
2,82.0042,-61.488,291.0,-999.0,-999.0,43.08075
2,82.0042,-61.488,341.4,-999.0,-999.0,42.85525
2,82.0042,-61.488,391.5,-999.0,-999.0,42.763
2,82.0042,-61.488,442.0,-999.0,-999.0,42.46575
2,82.0042,-61.488,492.1,-999.0,-999.0,42.65025
2,82.0042,-61.488,577.6,-999.0,-999.0,42.4965
2,82.0042,-61.488,678.6,-999.0,-999.0,42.03525
2,82.0042,-61.488,779.8,-999.0,-999.0,41.984
2,82.0042,-61.488,880.5,-999.0,-999.0,42.7425
2,82.0042,-61.488,981.6,-999.0,-999.0,43.01925
2,82.0042,-61.488,1082.0,-999.0,-999.0,43.03975
2,82.0042,-61.488,1183.0,-999.0,-999.0,42.48625
2,82.0042,-61.488,1284.4,-999.0,-999.0,42.517
2,82.0042,-61.488,1385.5,-999.0,-999.0,42.8655
2,82.0042,-61.488,1486.4,-999.0,-999.0,43.0705
2,82.0042,-61.488,1586.8,-999.0,-999.0,42.77325
2,82.0042,-61.488,1686.7,-999.0,-999.0,42.07625
2,82.0042,-61.488,1787.2,-999.0,-999.0,42.2505
2,82.0042,-61.488,1889.2,-999.0,-999.0,42.19925
2,82.0042,-61.488,2042.2,-999.0,-999.0,42.93725
2,82.0042,-61.488,2182.6,-999.0,-999.0,42.62975
2,82.0018,-60.4802,3.5,4.67,-999.0,49.31275
2,82.0018,-60.4802,38.9,4.26,-999.0,49.12825
2,82.0018,-60.4802,74.1,4.32,-999.0,47.09875
2,82.0018,-60.4802,93.9,4.22,-999.0,46.1865
2,82.0018,-60.4802,124.3,4.37,-999.0,45.08975
2,82.0018,-60.4802,144.8,3.85,-999.0,44.977
2,82.0018,-60.4802,176.3,3.27,-999.0,45.1205
2,82.0018,-60.4802,225.9,-999.0,-999.0,44.5465
2,82.0018,-60.4802,275.3,-999.0,-999.0,44.28
2,82.0018,-60.4802,325.5,-999.0,-999.0,43.255
2,82.0018,-60.4802,376.4,-999.0,-999.0,42.97825
2,82.0018,-60.4802,426.5,-999.0,-999.0,43.0295
2,82.0018,-60.4802,476.1,-999.0,-999.0,42.97825
2,82.0018,-60.4802,526.2,-999.0,-999.0,43.173
2,82.0018,-60.4802,648.6,-999.0,-999.0,43.378
2,82.0018,-60.4802,749.4,-999.0,-999.0,42.9475
2,82.0018,-60.4802,850.6,-999.0,-999.0,43.0295
2,82.0018,-60.4802,950.4,-999.0,-999.0,42.353
2,82.0018,-60.4802,1050.8,-999.0,-999.0,42.77325
2,82.0018,-60.4802,1152.6,-999.0,-999.0,42.50675
2,82.0018,-60.4802,1254.4,-999.0,-999.0,42.189
2,82.0018,-60.4802,1354.5,-999.0,-999.0,42.7015
2,82.0018,-60.4802,1457.4,-999.0,-999.0,42.681
2,82.0018,-60.4802,1555.9,-999.0,-999.0,42.24025
2,82.0018,-60.4802,1657.6,-999.0,-999.0,42.85525
2,82.0018,-60.4802,1761.1,-999.0,-999.0,42.73225
2,82.0018,-60.4802,1787.0,-999.0,-999.0,43.5215
2,82.0098,-59.5018,4.0,4.69,-999.0,50.717
2,82.0098,-59.5018,28.4,5.01,-999.0,50.266
2,82.0098,-59.5018,53.3,4.34,-999.0,47.642
2,82.0098,-59.5018,83.6,4.56,-999.0,46.822
2,82.0098,-59.5018,114.2,4.7,-999.0,46.21725
2,82.0098,-59.5018,154.2,3.26,-999.0,44.5465
2,82.0098,-59.5018,204.6,-999.0,-999.0,44.04425
2,82.0098,-59.5018,254.9,-999.0,-999.0,43.829
2,82.0098,-59.5018,305.8,-999.0,-999.0,43.501
2,82.0098,-59.5018,355.0,-999.0,-999.0,43.32675
2,82.0098,-59.5018,405.7,-999.0,-999.0,43.583
2,82.0098,-59.5018,455.9,-999.0,-999.0,43.51125
2,82.0098,-59.5018,507.0,-999.0,-999.0,43.378
2,82.0098,-59.5018,607.5,-999.0,-999.0,43.6855
2,82.0098,-59.5018,708.2,-999.0,-999.0,42.4965
2,82.0098,-59.5018,809.1,-999.0,-999.0,42.476
2,82.0098,-59.5018,910.2,-999.0,-999.0,41.984
2,82.0098,-59.5018,1011.2,-999.0,-999.0,43.0295
2,82.0098,-59.5018,1112.1,-999.0,-999.0,42.9065
2,82.0098,-59.5018,1212.9,-999.0,-999.0,42.62975
2,82.0098,-59.5018,1313.7,-999.0,-999.0,42.46575
2,82.0098,-59.5018,1415.2,-999.0,-999.0,42.107
2,82.0098,-59.5018,1516.1,-999.0,-999.0,42.05575
2,82.0098,-59.5018,1617.5,-999.0,-999.0,41.984
2,82.0098,-59.5018,1709.0,-999.0,-999.0,42.30175
2,82.01,-58.6095,4.7,4.65,-999.0,50.348
2,82.01,-58.6095,18.6,4.4,-999.0,49.897
2,82.01,-58.6095,43.7,5.01,-999.0,48.708
2,82.01,-58.6095,88.4,5.07,-999.0,47.16025
2,82.01,-58.6095,138.9,3.55,-999.0,45.43825
2,82.01,-58.6095,164.5,3.9,-999.0,44.92575
2,82.01,-58.6095,189.1,3.81,-999.0,44.239
2,82.01,-58.6095,239.5,-999.0,-999.0,43.79825
2,82.01,-58.6095,290.0,-999.0,-999.0,43.4805
2,82.01,-58.6095,340.3,-999.0,-999.0,42.91675
2,82.01,-58.6095,389.9,-999.0,-999.0,43.173
2,82.01,-58.6095,440.2,-999.0,-999.0,42.968
2,82.01,-58.6095,490.3,-999.0,-999.0,43.1935
2,82.01,-58.6095,576.2,-999.0,-999.0,43.32675
2,82.01,-58.6095,676.4,-999.0,-999.0,43.38825
2,82.01,-58.6095,776.3,-999.0,-999.0,43.2755
2,82.01,-58.6095,877.6,-999.0,-999.0,42.17875
2,82.01,-58.6095,978.4,-999.0,-999.0,42.40425
2,82.01,-58.6095,1079.3,-999.0,-999.0,42.5785
2,82.01,-58.6095,1180.5,-999.0,-999.0,42.95775
2,82.01,-58.6095,1282.2,-999.0,-999.0,42.46575
2,82.01,-58.6095,1384.6,-999.0,-999.0,42.4965
2,82.01,-58.6095,1485.5,-999.0,-999.0,42.1275
2,82.01,-58.6095,1553.7,-999.0,-999.0,43.34725
2,82.2285,-57.9162,5.3,4.62,-999.0,50.78875
2,82.2285,-57.9162,39.4,4.07,-999.0,50.102
2,82.2285,-57.9162,74.1,4.81,-999.0,48.16475
2,82.2285,-57.9162,85.8,4.99,-999.0,47.07825
2,82.2285,-57.9162,125.0,4.46,-999.0,46.21725
2,82.2285,-57.9162,144.5,3.95,-999.0,45.29475
2,82.2285,-57.9162,175.4,3.63,-999.0,44.84375
2,82.2285,-57.9162,225.3,-999.0,-999.0,44.31075
2,82.2285,-57.9162,275.7,-999.0,-999.0,43.6855
2,82.2285,-57.9162,326.1,-999.0,-999.0,43.16275
2,82.2285,-57.9162,376.4,-999.0,-999.0,43.0295
2,82.2285,-57.9162,426.5,-999.0,-999.0,42.845
2,82.2285,-57.9162,477.2,-999.0,-999.0,42.89625
2,82.2285,-57.9162,527.3,-999.0,-999.0,42.886
2,82.2285,-57.9162,648.7,-999.0,-999.0,42.5785
2,82.2285,-57.9162,748.8,-999.0,-999.0,42.67075
2,82.2285,-57.9162,849.7,-999.0,-999.0,42.52725
2,82.2285,-57.9162,951.4,-999.0,-999.0,42.476
2,82.2285,-57.9162,1051.2,-999.0,-999.0,42.52725
2,82.2285,-57.9162,1153.4,-999.0,-999.0,41.66625
2,82.2285,-57.9162,1253.7,-999.0,-999.0,42.681
2,82.2285,-57.9162,1354.9,-999.0,-999.0,42.69125
2,82.2285,-57.9162,1455.9,-999.0,-999.0,42.24025
2,82.2285,-57.9162,1557.6,-999.0,-999.0,42.517
2,82.2285,-57.9162,1658.9,-999.0,-999.0,42.60925
2,82.2285,-57.9162,1760.1,-999.0,-999.0,42.804
2,82.2285,-57.9162,1861.7,-999.0,-999.0,42.77325
2,82.2285,-57.9162,1981.2,-999.0,-999.0,42.65025
2,82.5232,-57.5127,3.7,5.03,-999.0,50.48125
2,82.5232,-57.5127,30.3,4.24,-999.0,49.569
2,82.5232,-57.5127,55.1,4.28,-999.0,48.10325
2,82.5232,-57.5127,85.5,5.36,-999.0,46.945
2,82.5232,-57.5127,115.9,5.14,-999.0,46.19675
2,82.5232,-57.5127,155.8,3.61,-999.0,45.346
2,82.5232,-57.5127,206.0,-999.0,-999.0,44.4235
2,82.5232,-57.5127,256.2,-999.0,-999.0,43.665
2,82.5232,-57.5127,306.7,-999.0,-999.0,43.542
2,82.5232,-57.5127,357.3,-999.0,-999.0,43.296
2,82.5232,-57.5127,407.3,-999.0,-999.0,43.20375
2,82.5232,-57.5127,457.7,-999.0,-999.0,43.14225
2,82.5232,-57.5127,508.1,-999.0,-999.0,42.9885
2,82.5232,-57.5127,609.0,-999.0,-999.0,42.886
2,82.5232,-57.5127,709.5,-999.0,-999.0,42.81425
2,82.5232,-57.5127,810.3,-999.0,-999.0,43.1115
2,82.5232,-57.5127,911.2,-999.0,-999.0,42.9475
2,82.5232,-57.5127,1012.5,-999.0,-999.0,42.845
2,82.5232,-57.5127,1113.3,-999.0,-999.0,42.8245
2,82.5232,-57.5127,1214.4,-999.0,-999.0,42.30175
2,82.5232,-57.5127,1315.6,-999.0,-999.0,42.13775
2,82.5232,-57.5127,1416.5,-999.0,-999.0,42.67075
2,82.5232,-57.5127,1517.8,-999.0,-999.0,42.07625
2,82.5232,-57.5127,1619.0,-999.0,-999.0,42.4145
2,82.5232,-57.5127,1821.6,-999.0,-999.0,42.4145
2,82.5232,-57.5127,2024.4,-999.0,-999.0,42.79375
2,82.5232,-57.5127,2277.9,-999.0,-999.0,42.13775
2,82.5232,-57.5127,2532.3,-999.0,-999.0,42.38375
2,82.5232,-57.5127,2786.1,-999.0,-999.0,42.4145
2,82.5232,-57.5127,3040.7,-999.0,-999.0,42.42475
2,82.5232,-57.5127,3295.8,-999.0,-999.0,41.93275
2,82.5232,-57.5127,3551.1,-999.0,-999.0,42.23
2,82.5232,-57.5127,3806.4,-999.0,-999.0,42.50675
2,82.5232,-57.5127,4062.4,-999.0,-999.0,42.681
2,82.5232,-57.5127,4318.4,-999.0,-999.0,42.13775
2,82.5232,-57.5127,4523.2,-999.0,-999.0,42.07625
2,83.3053,-56.897,6.2,5.1,-999.0,50.6965
2,83.3053,-56.897,25.1,4.47,-999.0,49.897
2,83.3053,-56.897,50.4,4.1,-999.0,47.888
2,83.3053,-56.897,95.7,4.33,-999.0,46.60675
2,83.3053,-56.897,145.4,3.65,-999.0,45.35625
2,83.3053,-56.897,170.1,3.73,-999.0,45.00775
2,83.3053,-56.897,195.8,3.25,-999.0,44.6285
2,83.3053,-56.897,245.4,-999.0,-999.0,44.10575
2,83.3053,-56.897,296.0,-999.0,-999.0,43.665
2,83.3053,-56.897,346.2,-999.0,-999.0,43.542
2,83.3053,-56.897,397.4,-999.0,-999.0,43.46
2,83.3053,-56.897,447.5,-999.0,-999.0,43.20375
2,83.3053,-56.897,497.9,-999.0,-999.0,43.16275
2,83.3053,-56.897,583.2,-999.0,-999.0,43.173
2,83.3053,-56.897,684.1,-999.0,-999.0,43.419
2,83.3053,-56.897,784.8,-999.0,-999.0,43.091
2,83.3053,-56.897,886.0,-999.0,-999.0,43.173
2,83.3053,-56.897,987.2,-999.0,-999.0,43.378
2,83.3053,-56.897,1088.0,-999.0,-999.0,42.558
2,83.3053,-56.897,1188.5,-999.0,-999.0,41.82
2,83.3053,-56.897,1289.8,-999.0,-999.0,42.07625
2,83.3053,-56.897,1390.6,-999.0,-999.0,42.30175
2,83.3053,-56.897,1492.3,-999.0,-999.0,41.15375
2,83.3053,-56.897,1593.3,-999.0,-999.0,41.533
2,83.3053,-56.897,1796.0,-999.0,-999.0,42.1685
2,83.3053,-56.897,1998.8,-999.0,-999.0,41.369
2,83.3053,-56.897,2201.7,-999.0,-999.0,41.42025
2,83.3053,-56.897,2455.4,-999.0,-999.0,41.943
2,83.3053,-56.897,2709.9,-999.0,-999.0,42.148
2,83.3053,-56.897,2964.4,-999.0,-999.0,41.2255
2,83.3053,-56.897,3219.6,-999.0,-999.0,41.6355
2,83.3053,-56.897,3474.4,-999.0,-999.0,42.353
2,83.3053,-56.897,3760.5,-999.0,-999.0,41.52275
2,83.3053,-56.897,4067.3,-999.0,-999.0,41.48175
2,83.3053,-56.897,4374.6,-999.0,-999.0,41.697
2,83.3053,-56.897,4606.0,-999.0,-999.0,41.21525
2,84.262,-56.0578,4.3,4.38,-999.0,51.3115
2,84.262,-56.0578,45.1,4.25,-999.0,49.9585
2,84.262,-56.0578,80.0,4.32,-999.0,48.4825
2,84.262,-56.0578,99.9,4.29,-999.0,47.44725
2,84.262,-56.0578,130.2,3.94,-999.0,46.33
2,84.262,-56.0578,149.3,4.08,-999.0,46.084
2,84.262,-56.0578,180.6,3.87,-999.0,44.4645
2,84.262,-56.0578,230.5,-999.0,-999.0,43.65475
2,84.262,-56.0578,281.1,-999.0,-999.0,43.0295
2,84.262,-56.0578,330.2,-999.0,-999.0,42.97825
2,84.262,-56.0578,381.1,-999.0,-999.0,43.3985
2,84.262,-56.0578,432.2,-999.0,-999.0,43.5625
2,84.262,-56.0578,482.3,-999.0,-999.0,42.89625
2,84.262,-56.0578,532.7,-999.0,-999.0,43.3165
2,84.262,-56.0578,653.5,-999.0,-999.0,43.624
2,84.262,-56.0578,753.9,-999.0,-999.0,43.1525
2,84.262,-56.0578,854.5,-999.0,-999.0,42.01475
2,84.262,-56.0578,955.6,-999.0,-999.0,42.517
2,84.262,-56.0578,1056.6,-999.0,-999.0,42.34275
2,84.262,-56.0578,1157.7,-999.0,-999.0,41.93275
2,84.262,-56.0578,1258.6,-999.0,-999.0,42.50675
2,84.262,-56.0578,1359.2,-999.0,-999.0,41.99425
2,84.262,-56.0578,1460.6,-999.0,-999.0,42.17875
2,84.262,-56.0578,1562.5,-999.0,-999.0,42.13775
2,84.262,-56.0578,1764.1,-999.0,-999.0,41.72775
2,84.262,-56.0578,1967.1,-999.0,-999.0,42.01475
2,84.262,-56.0578,2129.6,-999.0,-999.0,42.3325
2,84.262,-56.0578,2382.9,-999.0,-999.0,42.40425
2,84.262,-56.0578,2636.8,-999.0,-999.0,41.2255
2,84.262,-56.0578,2891.2,-999.0,-999.0,41.5945
2,84.262,-56.0578,3145.8,-999.0,-999.0,42.62975
2,84.262,-56.0578,3451.3,-999.0,-999.0,42.517
2,84.262,-56.0578,3756.9,-999.0,-999.0,42.476
2,84.262,-56.0578,4114.9,-999.0,-999.0,42.763
2,84.262,-56.0578,4473.1,-999.0,-999.0,42.21975
2,84.262,-56.0578,4847.6,-999.0,-999.0,41.3075
2,84.7478,-55.6228,4.0,5.23,-999.0,50.09175
2,84.7478,-55.6228,22.5,5.9,-999.0,49.94825
2,84.7478,-55.6228,46.8,4.68,-999.0,48.5645
2,84.7478,-55.6228,90.2,4.09,-999.0,47.65225
2,84.7478,-55.6228,138.0,3.95,-999.0,46.50425
2,84.7478,-55.6228,163.2,3.22,-999.0,45.41775
2,84.7478,-55.6228,184.7,3.27,-999.0,44.98725
2,84.7478,-55.6228,231.0,-999.0,-999.0,44.567
2,84.7478,-55.6228,279.1,-999.0,-999.0,44.06475
2,84.7478,-55.6228,327.2,-999.0,-999.0,43.4395
2,84.7478,-55.6228,375.7,-999.0,-999.0,43.4805
2,84.7478,-55.6228,423.4,-999.0,-999.0,43.22425
2,84.7478,-55.6228,473.1,-999.0,-999.0,42.77325
2,84.7478,-55.6228,556.5,-999.0,-999.0,42.599
2,84.7478,-55.6228,658.2,-999.0,-999.0,-999.0
2,84.7478,-55.6228,762.6,-999.0,-999.0,42.312
2,84.7478,-55.6228,866.3,-999.0,-999.0,-999.0
2,84.7478,-55.6228,968.0,-999.0,-999.0,42.2095
2,84.7478,-55.6228,1071.2,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1172.2,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1275.0,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1376.6,-999.0,-999.0,41.93275
2,84.7478,-55.6228,1479.1,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1583.2,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1784.8,-999.0,-999.0,-999.0
2,84.7478,-55.6228,1987.6,-999.0,-999.0,41.902
2,84.7478,-55.6228,2189.9,-999.0,-999.0,-999.0
2,84.7478,-55.6228,2447.5,-999.0,-999.0,-999.0
2,84.7478,-55.6228,2702.5,-999.0,-999.0,-999.0
2,84.7478,-55.6228,2956.2,-999.0,-999.0,42.28125
2,84.7478,-55.6228,3290.3,-999.0,-999.0,-999.0
2,84.7478,-55.6228,3598.3,-999.0,-999.0,-999.0
2,84.7478,-55.6228,3906.0,-999.0,-999.0,-999.0
2,84.7478,-55.6228,4212.2,-999.0,-999.0,-999.0
2,84.7478,-55.6228,4571.1,-999.0,-999.0,42.93725
2,84.7478,-55.6228,4852.7,-999.0,-999.0,43.12175
2,85.1588,-55.1722,5.5,5.03,-999.0,50.13275
2,85.1588,-55.1722,31.7,4.51,-999.0,49.41525
2,85.1588,-55.1722,56.1,4.6,-999.0,47.724
2,85.1588,-55.1722,81.0,5.11,-999.0,47.1295
2,85.1588,-55.1722,106.3,4.95,-999.0,45.97125
2,85.1588,-55.1722,156.6,3.26,-999.0,45.059
2,85.1588,-55.1722,207.1,-999.0,-999.0,44.59775
2,85.1588,-55.1722,257.9,-999.0,-999.0,43.94175
2,85.1588,-55.1722,307.2,-999.0,-999.0,43.32675
2,85.1588,-55.1722,358.4,-999.0,-999.0,43.3985
2,85.1588,-55.1722,408.2,-999.0,-999.0,43.08075
2,85.1588,-55.1722,459.0,-999.0,-999.0,43.12175
2,85.1588,-55.1722,510.1,-999.0,-999.0,42.87575
2,85.1588,-55.1722,611.1,-999.0,-999.0,42.56825
