lon,lat,depth,dFe_obs
156.85,29.999,119.7,0.51
156.85,29.999,171.6,0.47
156.85,29.999,221.0,0.62
156.85,29.999,271.5,0.65
156.85,29.999,445.2,0.66
156.85,29.999,644.7,0.87
156.85,29.999,949.4,1.04
158.35,29.994,16.2,0.24
158.35,29.994,39.7,0.19
158.35,29.994,58.6,0.2
158.35,29.994,79.2,0.41
158.35,29.994,101.3,0.23
158.35,29.994,124.6,0.33
158.35,29.994,149.5,0.43
158.35,29.994,201.7,0.44
158.35,29.994,252.3,0.51
158.35,29.994,502.6,0.69
158.35,29.994,705.7,0.77
158.35,29.995,1007.0,1.64
159.84,29.995,14.4,0.32
159.84,29.995,39.0,0.24
159.84,29.995,64.3,0.22
159.84,29.995,86.3,0.24
159.84,29.995,105.5,0.31
159.84,29.995,135.2,0.33
159.84,29.994,187.3,0.4
159.84,29.994,238.2,0.44
159.84,29.994,289.2,0.51
159.84,29.993,474.6,0.62
159.84,29.993,676.2,0.8
159.84,29.991,977.1,0.94
161.35,30.004,17.1,0.28
161.35,30.004,38.0,0.21
161.35,30.004,51.7,0.35
161.35,30.004,72.3,0.12
161.35,30.003,92.2,0.17
161.35,30.003,123.5,0.19
161.35,30.003,173.5,0.25
161.35,30.003,222.1,0.28
161.35,30.003,274.4,0.29
161.35,30.003,444.4,0.29
161.35,30.003,645.5,0.48
161.35,30.003,947.0,0.58
162.86,29.999,14.3,0.17
162.86,29.999,40.1,0.12
162.86,29.999,61.0,0.12
162.86,29.999,80.0,0.13
162.86,29.999,101.6,0.19
162.86,29.999,125.2,0.18
162.86,29.999,150.7,0.22
162.86,29.999,201.6,0.21
162.86,29.999,250.6,0.26
162.85,30.0,503.9,0.34
162.85,30.0,696.1,0.45
162.85,30.001,1007.0,0.64
164.15,29.999,14.3,0.16
164.15,29.999,39.5,0.11
164.15,29.999,63.9,0.09
164.15,29.999,86.2,0.11
164.15,29.999,103.3,0.14
164.15,29.999,134.3,0.17
164.15,29.999,186.2,0.27
164.15,29.999,234.9,0.28
164.15,29.999,286.1,0.31
164.15,29.999,473.6,0.49
164.15,29.999,674.3,0.53
164.15,29.999,980.5,0.8
165.47,30.001,14.2,0.25
165.47,30.001,35.2,0.19
165.47,30.001,49.4,0.14
165.47,30.001,69.8,0.15
165.47,30.001,91.7,0.18
165.47,30.001,120.8,0.23
165.47,30.001,170.6,0.35
165.47,30.001,221.1,0.37
165.47,30.001,273.5,0.34
165.47,30.0,441.7,0.43
165.47,30.0,644.6,0.58
165.47,30.0,947.3,0.78
166.75,29.999,14.4,0.16
166.75,29.999,39.3,0.15
166.75,29.999,59.1,0.17
166.75,29.999,80.1,0.13
166.75,29.999,100.4,0.14
166.75,29.999,125.3,0.17
166.75,29.999,150.9,0.22
166.75,29.999,200.5,0.27
166.76,29.999,251.7,0.33
166.76,29.999,502.2,0.49
166.76,29.999,705.3,0.69
166.76,30.0,1006.6,0.86
168.08,30.009,14.4,0.14
168.08,30.009,40.0,0.11
168.08,30.009,65.1,0.1
168.08,30.009,85.0,0.13
168.08,30.009,106.3,0.29
168.08,30.009,134.3,0.22
168.08,30.009,185.5,0.28
168.08,30.009,235.8,0.29
168.08,30.008,277.4,0.29
168.08,30.008,473.3,0.39
168.08,30.007,675.2,0.51
168.09,30.007,976.8,0.68
169.4,30.004,13.5,0.23
169.4,30.004,34.8,0.17
169.4,30.004,49.6,0.19
169.4,30.004,69.8,0.27
169.4,30.003,91.4,0.22
169.4,30.003,120.2,0.34
169.4,30.003,169.9,0.35
169.4,30.003,221.7,0.33
169.4,30.003,271.4,0.38
169.4,30.003,443.5,0.43
169.4,30.002,644.6,0.69
169.4,30.001,946.1,0.81
170.7,30.008,15.4,0.17
170.7,30.007,39.1,0.17
170.7,30.007,59.6,0.15
170.7,30.007,78.4,0.16
170.7,30.007,100.2,0.18
170.7,30.007,125.3,0.16
170.7,30.007,150.7,0.22
170.7,30.006,202.1,0.27
170.7,30.006,251.7,0.45
170.7,30.005,501.8,0.54
170.7,30.004,704.0,0.62
170.7,30.003,1008.0,0.78
172.01,30.0,15.1,0.19
172.01,30.0,40.1,0.13
172.01,30.0,64.3,0.15
172.01,30.0,83.9,0.18
172.01,30.0,105.0,0.22
172.01,30.0,135.5,0.22
172.01,30.0,184.6,0.25
172.01,30.0,236.3,0.25
172.01,30.0,283.4,0.28
172.01,30.0,472.3,0.4
172.01,29.999,673.3,0.52
172.01,30.0,975.9,0.66
173.32,29.998,14.4,0.24
173.32,29.998,34.4,0.14
173.32,29.998,49.6,0.13
173.32,29.998,69.8,0.12
173.32,29.998,88.9,0.14
173.32,29.998,118.6,0.2
173.32,29.998,170.8,0.23
173.32,29.998,219.7,0.26
173.32,29.998,270.6,0.28
173.32,29.999,441.5,0.36
173.32,29.999,644.0,0.56
173.32,29.999,945.6,0.73
174.63,30.006,14.2,0.18
174.63,30.006,39.3,0.13
174.63,30.006,58.8,0.12
174.63,30.006,79.3,0.12
174.63,30.006,104.0,0.11
174.63,30.006,124.6,0.13
174.63,30.006,151.2,0.18
174.63,30.006,200.8,0.2
174.63,30.006,250.4,0.26
174.63,30.006,502.5,0.36
174.63,30.006,703.7,0.54
174.63,30.006,1007.6,0.63
175.87,29.985,14.8,0.21
175.87,29.985,39.6,0.14
175.87,29.985,65.1,0.14
175.87,29.985,84.4,0.14
175.87,29.985,105.5,0.19
175.87,29.986,136.0,0.25
175.87,29.986,185.4,0.24
175.86,29.986,235.0,0.28
175.86,29.986,286.3,0.29
175.86,29.987,472.5,0.34
175.86,29.987,674.0,0.51
175.86,29.988,977.5,0.58
177.1,29.997,14.3,0.37
177.1,29.997,34.4,0.21
177.1,29.997,48.8,0.23
177.1,29.997,68.3,0.26
177.1,29.997,88.7,0.27
177.1,29.997,119.0,0.28
177.1,29.997,169.7,0.34
177.1,29.997,220.5,0.38
177.1,29.997,271.1,0.38
177.1,29.998,442.0,0.45
177.1,29.998,644.1,0.63
177.1,29.998,946.4,0.61
178.32,30.001,13.8,0.24
178.32,30.001,38.9,0.21
178.32,30.001,59.5,0.22
178.32,30.001,77.2,0.23
178.32,30.001,99.0,0.28
178.32,30.001,124.0,0.27
178.32,30.001,149.9,0.3
178.32,30.001,200.6,0.32
178.32,30.001,249.1,0.32
178.32,30.001,501.7,0.51
178.32,30.001,704.9,0.74
178.32,30.001,1008.2,0.79
179.54,30.003,14.3,0.27
179.54,30.003,39.2,0.2
179.55,30.003,64.4,0.17
179.55,30.003,85.7,0.15
179.55,30.004,105.2,0.18
179.55,30.004,135.6,0.2
179.55,30.004,186.4,0.24
179.55,30.004,236.7,0.34
179.55,30.004,286.9,0.26
179.55,30.004,473.6,0.33
179.55,30.003,674.6,0.46
179.55,30.003,975.8,0.58
180.78,29.986,14.6,0.26
180.78,29.986,34.2,0.27
180.78,29.986,49.2,0.24
180.78,29.987,68.6,0.24
180.78,29.987,89.6,0.26
180.78,29.987,121.4,0.26
180.78,29.988,170.2,0.3
180.78,29.988,223.3,0.3
180.78,29.989,270.9,0.37
180.78,29.99,442.3,0.47
180.78,29.992,644.3,0.57
180.78,29.994,946.7,0.67
182.02,30.021,13.8,0.24
182.02,30.02,38.8,0.25
182.02,30.02,58.3,0.35
182.02,30.02,79.2,0.19
182.02,30.019,101.1,0.2
182.02,30.019,124.8,0.23
182.02,30.018,150.1,0.28
182.02,30.017,201.4,0.26
182.02,30.017,251.3,0.34
182.02,30.013,502.9,0.44
182.02,30.011,703.4,0.61
182.02,30.009,914.7,0.65
183.25,29.999,14.5,0.19
183.25,29.999,40.5,0.15
183.25,29.999,63.6,0.14
183.25,29.999,83.5,0.14
183.25,29.999,105.9,0.17
183.25,29.999,135.1,0.21
183.25,29.999,184.8,0.27
183.25,29.999,238.7,0.31
183.25,29.999,286.1,0.32
183.25,29.999,473.5,0.36
183.25,30.0,674.2,0.55
183.25,30.0,976.5,0.65
184.49,29.988,13.6,0.2
184.49,29.989,34.6,0.2
184.49,29.989,49.1,0.11
184.49,29.989,68.8,0.12
184.49,29.989,91.0,0.13
184.49,29.99,271.2,0.27
184.49,29.992,441.8,0.33
184.49,29.993,643.2,0.47
184.48,29.995,947.9,0.49
185.7,30.001,14.9,0.17
185.7,30.001,40.2,0.17
185.7,30.001,59.4,0.18
185.7,30.001,80.8,0.19
185.7,30.001,100.6,0.23
185.7,30.001,125.6,0.41
185.7,30.001,151.2,0.34
185.7,30.001,200.4,0.31
185.7,30.001,252.9,0.3
185.7,30.001,504.7,0.41
185.7,30.001,704.5,0.56
185.7,30.002,1008.0,0.58
187.02,30.0,16.2,0.19
187.02,30.0,39.5,0.15
187.02,30.0,64.7,0.16
187.02,30.0,86.3,0.14
187.02,30.0,106.2,0.16
187.02,30.0,135.9,0.29
187.02,30.0,186.1,0.35
187.02,30.0,236.5,0.25
187.02,30.0,286.1,0.26
187.02,30.001,474.0,0.33
187.02,30.001,672.3,0.48
187.02,30.001,978.1,0.57
188.32,29.997,17.0,0.18
188.32,29.997,29.2,0.16
188.32,29.997,47.3,0.15
188.32,29.997,67.4,0.14
188.32,29.997,88.9,0.14
188.32,29.997,265.5,0.26
188.32,29.998,437.5,0.33
188.32,29.998,642.0,0.5
188.32,29.999,944.9,0.66
189.63,29.994,16.4,0.21
189.63,29.994,38.6,0.17
189.63,29.994,60.1,0.16
189.63,29.994,79.7,0.14
189.63,29.994,100.4,0.14
189.63,29.994,124.2,0.16
189.63,29.995,148.3,0.24
189.63,29.995,201.1,0.23
189.63,29.995,248.5,0.26
189.63,29.996,502.3,0.37
189.63,29.996,705.8,0.52
189.63,29.996,1009.1,0.57
190.94,30.0,14.8,0.16
190.94,30.0,38.6,0.16
190.94,30.0,63.0,0.14
190.94,30.0,82.8,0.14
190.94,30.0,104.5,0.17
190.94,30.0,134.8,0.25
190.94,30.0,185.3,0.24
190.94,30.0,236.0,0.23
190.95,30.0,286.1,0.24
190.95,30.0,471.8,0.34
190.94,29.999,672.9,0.53
190.94,29.998,974.5,0.56
192.25,30.002,15.1,0.2
192.25,30.002,34.2,0.25
192.25,30.002,49.5,0.21
192.25,30.002,69.5,0.27
192.25,30.002,89.2,0.21
192.25,30.002,122.4,0.33
192.25,30.002,170.5,0.32
192.25,30.002,220.2,0.3
192.25,30.001,271.6,0.3
192.25,30.001,441.8,0.38
192.25,30.001,644.7,0.66
192.25,30.001,948.4,0.71
193.56,29.998,18.0,0.21
193.56,29.998,38.9,0.16
193.56,29.998,59.7,0.14
193.56,29.998,78.4,0.14
193.56,29.998,99.5,0.14
193.56,29.998,124.2,0.17
193.56,29.998,149.3,0.2
193.56,29.998,200.0,0.2
193.56,29.998,250.8,0.25
193.56,29.998,501.5,0.36
193.56,29.998,704.1,0.49
193.55,29.998,1006.8,0.55
194.87,29.992,18.7,0.22
194.87,29.992,38.5,0.21
194.87,29.993,64.0,0.13
194.87,29.993,84.0,0.14
194.87,29.993,106.1,0.15
194.87,29.993,135.4,0.21
194.87,29.993,184.3,0.23
194.87,29.993,235.9,0.21
194.87,29.994,284.8,0.26
194.87,29.994,473.0,0.32
194.87,29.995,676.1,0.44
194.87,29.996,976.5,0.52
193.56,30.005,19.4,0.34
193.56,30.005,40.3,0.27
193.56,30.005,59.5,0.26
193.56,30.005,78.8,0.26
193.56,30.005,99.9,0.28
193.56,30.005,124.4,0.33
193.56,30.005,150.4,0.35
193.56,30.005,201.0,0.37
193.56,30.005,252.1,0.39
193.56,30.005,502.9,0.48
193.56,30.005,704.6,0.6
193.56,30.005,1007.7,0.62
194.88,29.996,15.8,0.38
194.88,29.996,38.9,0.32
194.88,29.996,63.2,0.28
194.88,29.996,84.5,0.3
194.88,29.996,104.6,0.28
194.88,29.996,135.4,0.32
194.88,29.996,185.2,0.31
194.88,29.996,236.1,0.34
194.88,29.996,286.3,0.37
194.88,29.996,473.0,0.46
194.88,29.996,674.4,0.56
194.88,29.996,977.1,0.64
196.16,29.996,17.7,0.31
196.16,29.996,34.2,0.29
196.16,29.996,49.9,0.28
196.16,29.996,69.5,0.27
196.16,29.997,90.5,0.33
196.15,29.997,119.5,0.38
196.15,29.997,170.3,0.4
196.15,29.997,220.8,0.43
196.15,29.997,269.7,0.44
196.15,29.997,443.8,0.48
196.15,29.998,643.8,0.6
196.15,29.999,945.7,0.74
197.54,30.001,15.9,0.28
197.54,30.001,39.2,0.22
197.54,30.001,58.2,0.19
197.54,30.001,78.7,0.2
197.54,30.002,101.5,0.22
197.54,30.002,125.4,0.26
197.54,30.002,151.8,0.26
197.54,30.002,201.6,0.28
197.54,30.002,252.5,0.34
197.54,30.003,503.7,0.48
197.54,30.003,703.9,0.6
197.53,30.003,1008.4,0.67
198.92,29.999,16.2,0.27
198.92,29.999,35.9,0.25
198.92,29.998,61.4,0.22
198.92,29.998,82.3,0.24
198.92,29.998,101.5,0.22
198.92,29.998,128.8,0.26
198.92,29.998,180.4,0.26
198.92,29.998,231.9,0.29
198.92,29.998,282.6,0.33
198.92,29.998,471.0,0.45
198.91,29.998,673.6,0.57
198.91,29.997,974.2,0.65
200.3,30.001,18.9,0.13
200.3,30.001,33.7,0.09
200.3,30.001,50.4,0.06
200.3,30.001,70.4,0.08
200.3,30.001,88.8,0.1
200.3,30.001,120.0,0.13
200.3,30.001,169.1,0.19
200.3,30.001,220.7,0.18
200.3,30.001,271.0,0.22
200.3,30.0,442.4,0.31
200.3,30.0,643.9,0.48
200.3,30.0,948.0,0.57
201.69,29.999,19.6,0.18
201.69,29.999,39.6,0.16
201.69,29.999,58.3,0.16
201.69,29.998,79.4,0.17
201.69,29.998,100.1,0.2
201.69,29.998,125.6,0.24
201.69,29.998,150.9,0.27
201.69,29.998,199.6,0.22
201.69,29.998,251.2,0.24
201.69,29.998,503.0,0.39
201.69,29.997,704.9,0.54
201.69,29.998,1008.3,0.6
203.08,29.993,15.3,0.24
203.08,29.993,38.8,0.2
203.08,29.993,65.9,0.2
203.08,29.993,84.8,0.18
203.08,29.993,105.7,0.18
203.08,29.993,135.3,0.23
203.08,29.993,185.3,0.23
203.08,29.993,236.8,0.25
203.08,29.993,285.4,0.28
203.08,29.993,472.5,0.41
203.08,29.993,674.6,0.55
203.08,29.993,978.5,0.68
204.47,30.002,16.6,0.24
204.47,30.002,32.9,0.16
204.47,30.002,48.8,0.17
204.47,30.002,69.6,0.17
204.47,30.002,88.9,0.18
204.47,30.002,119.1,0.29
204.47,30.002,170.3,0.24
204.47,30.002,220.7,0.26
204.47,30.002,271.1,0.3
204.47,30.002,442.2,0.37
204.47,30.002,642.6,0.5
204.47,30.002,946.6,0.61
205.86,30.0,16.9,0.22
205.86,30.0,38.8,0.17
205.86,30.0,60.8,0.16
205.86,30.0,79.5,0.16
205.86,30.0,100.0,0.19
205.86,30.0,124.6,0.2
205.86,30.0,151.9,0.19
205.86,30.0,201.7,0.23
205.86,30.0,252.2,0.28
205.85,30.0,503.9,0.37
205.85,30.0,704.3,0.48
205.85,30.0,1008.5,0.56
207.35,29.996,17.4,0.23
207.35,29.996,38.1,0.21
207.35,29.996,63.4,0.16
207.35,29.996,82.9,0.16
207.35,29.996,103.9,0.18
207.35,29.996,133.2,0.25
207.35,29.996,185.6,0.26
207.35,29.996,235.2,0.21
207.35,29.996,286.9,0.26
207.35,29.996,472.0,0.36
207.35,29.997,673.0,0.5
207.35,29.997,974.8,0.66
208.85,29.999,16.6,0.25
208.85,29.999,33.8,0.22
208.85,29.999,49.9,0.15
208.85,29.999,69.4,0.16
208.85,29.999,90.5,0.15
208.85,29.999,120.8,0.21
208.85,29.999,170.5,0.18
208.85,29.999,220.4,0.21
208.85,29.999,271.2,0.23
208.85,29.998,443.0,0.3
208.85,29.998,644.3,0.45
208.85,29.998,946.6,0.56
210.34,30.001,15.1,0.18
210.34,30.001,39.6,0.16
210.34,30.001,58.9,0.15
210.35,30.001,78.9,0.15
210.35,30.001,100.1,0.16
210.35,30.001,124.7,0.17
210.35,30.001,150.3,0.19
210.35,30.0,201.5,0.22
210.35,30.0,251.8,0.27
210.35,30.0,504.3,0.41
210.35,30.0,704.1,0.57
210.34,30.0,1008.6,0.55
211.85,29.999,15.8,0.18
211.85,29.999,38.8,0.12
211.85,29.999,64.8,0.08
211.85,29.999,84.7,0.09
211.85,29.999,104.3,0.11
211.85,29.999,135.8,0.26
211.85,29.999,184.8,0.22
211.85,29.999,235.1,0.24
211.85,29.998,285.8,0.27
211.85,29.999,472.0,0.42
211.85,29.999,674.5,0.64
211.85,29.999,977.9,0.69
213.35,29.997,15.8,0.17
213.35,29.997,33.4,0.15
213.35,29.997,49.0,0.17
213.35,29.997,69.4,0.09
213.35,29.997,91.2,0.11
213.35,29.997,120.0,0.11
213.35,29.997,170.4,0.13
213.35,29.997,220.7,0.16
213.35,29.997,270.9,0.25
213.35,29.997,441.3,0.41
213.35,29.998,644.9,0.64
213.35,29.998,947.1,0.71
214.86,30.0,16.6,0.16
214.86,30.0,40.0,0.13
214.86,30.0,59.6,0.1
214.86,30.0,78.8,0.11
214.86,30.0,100.0,0.13
214.86,30.0,124.5,0.14
214.86,30.0,150.8,0.19
214.86,30.0,200.4,0.17
214.86,30.0,250.3,0.21
214.85,30.0,503.4,0.41
214.85,30.0,704.5,0.5
214.85,30.0,1007.9,0.52
216.36,30.003,15.8,0.2
216.36,30.003,38.9,0.17
216.36,30.003,63.4,0.14
216.36,30.003,85.3,0.2
216.36,30.003,104.2,0.17
216.36,30.003,135.2,0.21
216.36,30.003,185.7,0.24
216.36,30.003,236.5,0.25
216.36,30.003,286.2,0.3
216.36,30.003,473.5,0.44
216.36,30.002,675.0,0.69
216.36,30.002,976.2,0.7
217.86,30.0,17.4,0.18
217.86,30.0,33.9,0.17
217.86,30.0,49.6,0.11
217.86,30.0,70.2,0.11
217.86,30.0,90.2,0.12
217.86,30.0,120.1,0.13
217.86,30.0,170.5,0.16
217.86,30.0,221.4,0.2
217.86,30.0,271.6,0.27
217.86,30.0,442.8,0.39
217.86,29.999,644.6,0.61
217.86,30.0,946.1,0.71
219.36,29.999,14.9,0.11
219.36,29.999,39.7,0.08
219.36,29.999,59.7,0.08
219.36,29.999,80.6,0.07
219.36,29.999,101.0,0.1
219.36,29.999,125.3,0.19
219.36,29.999,151.1,0.14
219.36,29.999,201.7,0.15
219.36,29.999,250.3,0.2
219.36,29.999,503.0,0.39
219.36,30.0,704.5,0.62
219.36,30.0,1009.1,0.49
220.86,30.004,16.8,0.31
220.86,30.003,40.5,0.25
220.86,30.003,63.6,0.22
220.86,30.003,83.4,0.21
220.86,30.003,105.0,0.22
220.86,30.003,136.1,0.25
220.86,30.003,185.6,0.29
220.86,30.003,236.3,0.31
220.86,30.003,285.5,0.36
220.86,30.003,471.8,0.55
220.86,30.003,673.7,0.74
220.86,30.003,973.3,0.72
222.36,29.998,16.1,0.21
222.36,29.998,30.6,0.19
222.36,29.998,46.4,0.21
222.36,29.998,67.6,0.2
222.36,29.998,86.1,0.21
222.36,29.998,115.8,0.22
222.36,29.998,169.0,0.27
222.36,29.998,216.2,0.3
222.36,29.998,266.5,0.38
222.36,29.998,440.8,0.62
222.36,29.998,641.2,0.8
222.36,29.998,944.9,0.77
223.86,30.0,14.4,0.17
223.86,30.0,38.5,0.13
223.86,30.0,59.1,0.13
223.86,30.0,79.4,0.13
223.86,30.0,100.1,0.15
223.86,30.0,124.9,0.17
223.86,30.0,150.3,0.18
223.86,30.0,200.8,0.21
223.86,30.0,252.8,0.32
223.86,30.0,503.2,0.51
223.86,30.0,700.3,0.67
223.86,30.0,1006.6,0.6
225.26,29.999,17.4,0.13
225.26,29.999,39.1,0.11
225.26,29.999,63.8,0.08
225.26,29.999,84.4,0.08
225.26,29.999,105.0,0.11
225.26,29.999,134.4,0.19
225.26,29.999,185.9,0.23
225.26,29.999,235.3,0.24
225.26,29.998,284.4,0.33
225.26,29.998,473.1,0.57
225.26,29.998,673.1,0.73
225.26,29.998,977.1,0.69
226.42,29.992,17.4,0.06
226.42,29.992,35.2,0.06
226.42,29.992,48.5,0.06
226.42,29.992,69.6,0.06
226.42,29.992,89.8,0.06
226.42,29.992,119.7,0.06
226.42,29.993,170.9,0.07
226.42,29.993,220.6,0.14
226.42,29.993,269.8,0.25
226.42,29.993,441.0,0.57
226.42,29.994,644.2,0.7
226.42,29.994,945.3,0.68
227.57,30.001,15.3,0.07
227.57,30.001,39.0,0.06
227.57,30.001,59.7,0.06
227.57,30.001,79.2,0.06
227.57,30.001,100.3,0.14
227.57,30.001,125.4,2.48
227.57,30.001,150.7,0.11
227.57,30.001,200.1,0.16
227.57,30.0,250.7,0.26
227.57,30.0,504.3,0.6
227.57,30.0,706.0,0.68
227.57,30.0,1008.6,0.58
228.73,30.004,16.2,0.06
228.73,30.004,39.0,0.06
228.73,30.004,65.7,0.06
228.73,30.004,84.8,0.06
228.73,30.004,105.2,0.07
228.73,30.004,135.4,0.11
228.73,30.004,185.2,0.16
228.73,30.004,235.2,0.24
228.73,30.004,285.4,0.4
228.73,30.005,471.8,0.62
228.73,30.005,673.1,0.65
228.73,30.006,976.2,0.48
229.89,29.998,17.3,0.16
229.89,29.998,33.6,0.14
229.89,29.998,49.2,0.14
229.89,29.998,69.5,0.15
229.89,29.998,89.6,0.19
229.89,29.998,119.5,0.22
229.89,29.998,170.2,0.43
229.88,29.998,221.8,0.37
229.88,29.998,271.1,0.53
229.88,29.998,442.8,0.72
229.88,29.999,643.4,0.8
229.88,30.0,946.0,0.75
231.04,30.0,19.0,0.16
231.04,30.0,39.2,0.17
231.04,30.0,60.3,0.16
231.04,29.999,79.4,0.17
231.04,29.999,99.8,0.17
231.04,29.999,125.4,0.18
231.04,29.999,150.7,0.22
231.04,29.999,200.5,0.31
231.04,29.999,251.5,0.46
231.04,29.999,503.0,0.9
231.04,29.999,705.6,0.88
231.04,29.999,1007.3,0.77
232.2,30.003,18.2,0.11
232.2,30.003,39.7,0.1
232.2,30.003,64.2,0.09
232.2,30.003,84.0,0.1
232.2,30.003,105.7,0.15
232.2,30.003,135.2,0.21
232.2,30.002,186.1,0.33
232.2,30.002,236.0,0.44
232.2,30.002,285.2,0.58
232.2,30.002,474.5,0.82
232.2,30.002,674.1,0.77
232.2,30.002,976.6,0.75
233.34,29.997,19.6,0.18
233.34,29.997,34.2,0.13
233.34,29.997,49.1,0.14
233.34,29.997,70.4,0.17
233.34,29.997,89.9,0.19
233.34,29.997,119.9,0.25
233.34,29.997,170.3,0.75
233.34,29.998,220.8,1.71
233.34,29.998,270.1,1.9
233.34,29.997,442.3,1.57
233.34,29.997,643.6,0.95
233.34,29.996,945.2,0.82
234.51,30.001,19.7,0.11
234.51,30.001,40.4,0.1
234.51,30.001,59.2,0.11
234.51,30.001,81.0,0.08
234.51,30.001,101.2,0.12
234.51,30.001,125.7,0.16
234.51,30.001,150.2,0.21
234.51,30.001,200.6,0.28
234.51,30.001,252.8,0.58
234.51,30.002,502.6,0.81
234.51,30.001,706.2,0.84
234.51,30.001,1008.7,0.68
235.66,30.0,18.8,0.22
235.66,30.0,37.8,0.2
235.66,30.0,65.2,0.22
235.66,30.0,83.8,0.27
235.66,30.0,105.7,0.32
235.66,30.0,134.8,1.23
235.66,30.0,186.0,0.61
235.66,30.0,234.9,0.87
235.66,30.0,286.0,0.95
235.66,30.0,471.5,1.42
235.66,30.0,673.8,1.37
235.66,30.0,977.9,1.36
236.74,30.26,18.6,0.19
236.74,30.26,32.5,0.18
236.74,30.26,49.1,0.19
236.74,30.26,69.0,0.19
236.74,30.26,88.4,0.21
236.74,30.26,118.8,0.24
236.74,30.26,169.9,0.47
236.74,30.259,220.7,0.73
236.74,30.259,271.4,1.02
236.74,30.259,442.1,1.31
236.74,30.259,643.7,1.29
236.74,30.258,946.7,1.13
237.73,30.773,19.2,0.14
237.73,30.773,56.3,0.15
237.73,30.773,81.5,0.15
237.73,30.773,106.8,0.19
237.73,30.773,132.8,0.3
237.73,30.773,156.9,0.45
237.73,30.773,217.8,0.63
237.73,30.773,252.2,0.65
237.73,30.773,353.2,0.91
237.73,30.773,504.2,0.97
237.73,30.773,705.5,0.96
237.73,30.773,1007.7,0.98
238.73,31.271,17.0,0.19
238.73,31.272,44.5,0.23
238.73,31.272,85.8,0.36
238.73,31.272,111.2,0.45
238.73,31.273,134.8,0.6
238.73,31.273,185.1,0.77
238.73,31.273,235.6,0.81
238.73,31.273,286.4,0.96
238.73,31.273,386.5,1.04
238.73,31.274,487.4,1.01
238.73,31.274,674.2,0.91
238.73,31.275,976.3,0.87
239.75,31.779,17.0,0.15
239.75,31.779,33.1,0.17
239.75,31.779,69.2,0.22
239.75,31.779,94.7,0.4
239.75,31.779,119.1,0.65
239.75,31.779,144.0,0.61
239.75,31.779,169.0,0.77
239.75,31.779,220.6,0.84
239.75,31.778,270.4,0.89
239.75,31.778,421.5,0.9
239.75,31.777,644.3,0.94
239.75,31.778,945.2,0.87
240.35,32.057,17.9,0.13
240.35,32.057,54.0,0.17
240.35,32.057,78.5,0.36
240.35,32.057,105.2,0.52
240.35,32.057,131.1,0.69
240.35,32.057,156.7,0.85
240.35,32.057,214.5,1.01
240.35,32.057,251.5,1.23
240.35,32.057,351.8,1.42
240.35,32.058,502.1,1.71
240.35,32.058,704.8,1.47
240.35,32.058,1007.6,1.17
240.85,32.309,15.5,0.18
240.85,32.31,44.6,0.24
240.85,32.31,84.3,0.43
240.85,32.31,110.2,0.57
240.85,32.31,134.3,0.76
240.85,32.31,183.7,0.9
240.85,32.31,236.3,0.88
240.85,32.31,287.3,0.98
240.85,32.31,386.1,1.13
240.85,32.31,486.3,1.21
240.85,32.31,673.7,1.15
240.85,32.309,976.5,0.9
340.0,62.33,53.0,0.11
340.0,62.33,94.0,0.17
340.0,62.33,114.0,0.24
340.0,62.33,162.0,0.22
340.0,62.33,227.0,0.22
340.0,62.33,327.0,0.21
340.0,62.33,550.0,0.39
340.0,62.33,750.0,0.97
340.0,62.33,949.0,0.94
340.0,61.0,32.0,0.02
340.0,60.5,19.0,0.02
340.0,60.5,69.0,0.01
340.0,60.5,89.0,0.06
340.0,60.5,110.0,0.04
340.0,60.5,158.0,0.03
340.0,60.5,323.0,0.19
340.0,60.5,547.0,0.36
340.0,60.5,746.0,0.57
340.0,59.0,14.0,0.05
340.0,59.0,50.0,0.07
340.0,59.0,69.0,0.03
340.0,59.0,90.0,0.09
340.0,59.0,110.0,0.21
340.0,59.0,160.0,0.12
340.0,59.0,325.0,0.05
340.0,59.0,550.0,0.09
340.0,59.0,750.0,0.47
340.0,57.0,22.0,0.1
340.0,57.0,31.0,0.13
340.0,57.0,53.0,0.14
340.0,57.0,73.0,0.17
340.0,57.0,92.0,0.19
340.0,57.0,112.0,0.15
340.0,57.0,162.0,0.18
340.0,57.0,327.0,0.32
340.0,57.0,552.0,0.41
340.0,57.0,752.0,0.65
340.0,56.0,21.0,0.05
340.0,56.0,32.0,0.05
340.0,56.0,52.0,0.05
340.0,56.0,73.0,0.05
340.0,56.0,92.0,0.07
340.0,56.0,112.0,0.08
340.0,56.0,163.0,0.11
340.0,56.0,328.0,0.26
340.0,56.0,551.0,0.43
340.0,56.0,750.0,0.44
340.0,54.0,20.0,0.16
340.0,54.0,29.0,0.16
340.0,54.0,50.0,0.21
340.0,54.0,68.0,0.22
340.0,54.0,90.0,0.19
340.0,54.0,110.0,0.21
340.0,54.0,159.0,0.22
340.0,54.0,325.0,0.31
340.0,54.0,542.0,0.6
340.0,54.0,740.0,0.69
340.0,52.5,18.0,0.13
340.0,52.5,29.0,0.12
340.0,52.5,49.0,0.14
340.0,52.5,68.0,0.13
340.0,52.5,89.0,0.13
340.0,52.5,109.0,0.15
340.0,52.5,157.0,0.22
340.0,52.5,324.0,0.35
340.0,52.5,547.0,0.74
340.0,52.5,746.0,0.73
